Resume ID,Skills,Years of Experience,Education,Certifications,Projects,Job Role
1573,"Scikit-learn, Machine Learning, Pandas, Data Visualization, SQL, R",6,B.E. Information Technology,"Google Data Analytics, Microsoft Azure Fundamentals","Customer Segmentation, Sales Forecasting",Data Scientist
1574,"Responsive Design, Express, CSS, React, HTML, Node.js, MongoDB, JavaScript",10,B.E. Information Technology,"Oracle SQL Expert, DevOps Foundation",Portfolio Website,Web Developer
1575,"TensorFlow, Deep Learning, Python, Data Preprocessing, PyTorch, Computer Vision, NLP",6,B.E. Information Technology,Oracle SQL Expert,"Object Detection System, Chatbot Development",AI/ML Engineer
1576,"Deep Learning, TensorFlow, NLP, Python, Computer Vision, Machine Learning, PyTorch",8,B.Sc Computer Science,Tableau Desktop Specialist,"Image Classification, Chatbot Development",AI/ML Engineer
1577,"Docker, Linux, Azure, Terraform, AWS, Google Cloud",7,MCA,"Google Data Analytics, Scrum Master","Cloud Cost Optimization, Serverless Architecture",Cloud Engineer
1578,"Google Cloud, Cloud Security, Terraform, Docker, Linux",4,MCA,Google Data Analytics,Cloud Cost Optimization,Cloud Engineer
1579,"Terraform, AWS, Linux, Docker, Kubernetes",2,B.E. Information Technology,Tableau Desktop Specialist,"Kubernetes Cluster Deployment, Infrastructure Automation",DevOps Engineer
1580,"NoSQL, MySQL, SQL, Oracle, Security, Backup and Recovery, Data Modeling, Database Tuning",4,B.Tech CSE,"React Certification, Oracle SQL Expert","Database Optimization, Inventory DB Design",Database Administrator
1581,"C++, Git, Data Structures, System Design, Algorithms",9,B.E. Information Technology,"DevOps Foundation, Google Data Analytics, Microsoft Azure Fundamentals","REST API Development, Library Management System",Software Engineer
1582,"Stakeholder Communication, SQL, Tableau, Excel, Requirement Gathering, Data Analysis, UML, Power BI",2,M.Tech IT,"TensorFlow Developer Certificate, DevOps Foundation, Certified Ethical Hacker",Market Research Analysis,Business Analyst
1583,"HTML, MongoDB, CSS, Express, React, Node.js, JavaScript",2,MCA,Scrum Master,Portfolio Website,Web Developer
1584,"Python, Java, SQL, Git, System Design",6,MCA,"TensorFlow Developer Certificate, Google Data Analytics, Scrum Master",REST API Development,Software Engineer
1585,"Machine Learning, Data Visualization, Pandas, SQL, Scikit-learn, Python, R",7,MCA,"TensorFlow Developer Certificate, Google Data Analytics","Customer Segmentation, Sales Forecasting",Data Scientist
1586,"Google Cloud, Terraform, Cloud Security, Docker, Azure, AWS, Kubernetes, Linux",10,B.Sc Computer Science,"DevOps Foundation, Oracle SQL Expert",Serverless Architecture,Cloud Engineer
1587,"Computer Vision, TensorFlow, NLP, PyTorch, Machine Learning, Deep Learning, Data Preprocessing, Python",1,B.E. Information Technology,DevOps Foundation,Chatbot Development,AI/ML Engineer
1588,"Docker, Kubernetes, AWS, Cloud Security, Linux, Google Cloud, Azure",4,M.Tech IT,"Certified Ethical Hacker, AWS Certified Solutions Architect, React Certification",Serverless Architecture,Cloud Engineer
1589,"UI/UX Design, Flutter, iOS, Kotlin, Java, Swift, React Native",6,B.E. Information Technology,"React Certification, AWS Certified Solutions Architect, Google Data Analytics",Fitness Tracker,Mobile App Developer
1590,"Data Analysis, SQL, UML, Tableau, Stakeholder Communication",2,B.E. Information Technology,"Certified Ethical Hacker, AWS Certified Solutions Architect","Product Requirement Doc, Market Research Analysis",Business Analyst
1591,"Python, PyTorch, Deep Learning, NLP, Data Preprocessing, TensorFlow, Computer Vision, Machine Learning",3,MCA,Google Data Analytics,Image Classification,AI/ML Engineer
1592,"Monitoring Tools, CI/CD, Terraform, Docker, Ansible, Kubernetes, Linux, AWS",8,MCA,"Scrum Master, AWS Certified Solutions Architect","CI/CD Pipeline Setup, Kubernetes Cluster Deployment",DevOps Engineer
1593,"Terraform, CI/CD, Ansible, Linux, Monitoring Tools, AWS",0,B.Tech CSE,Oracle SQL Expert,"Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
1594,"CSS, HTML, Express, JavaScript, Node.js, MongoDB",8,B.Tech CSE,"Certified Ethical Hacker, Scrum Master, React Certification",Portfolio Website,Web Developer
1595,"Google Cloud, Kubernetes, Docker, AWS, Terraform",8,MCA,"TensorFlow Developer Certificate, Google Data Analytics, Certified Ethical Hacker",Multi-cloud Deployment,Cloud Engineer
1596,"Security, NoSQL, Backup and Recovery, Oracle, SQL",3,B.Tech CSE,"Certified Ethical Hacker, Google Data Analytics, TensorFlow Developer Certificate",Data Backup System,Database Administrator
1597,"Linux, Monitoring Tools, CI/CD, Docker, Terraform, AWS",2,B.Sc Computer Science,"Google Data Analytics, DevOps Foundation","CI/CD Pipeline Setup, Infrastructure Automation",DevOps Engineer
1598,"SQL, C++, Data Structures, Git, Java, System Design",0,M.Tech IT,"Google Data Analytics, AWS Certified Solutions Architect, DevOps Foundation",E-commerce Backend,Software Engineer
1599,"Python, Network Security, SIEM, Risk Assessment, Incident Response, Penetration Testing, Cryptography, Firewalls",2,M.Tech IT,"DevOps Foundation, AWS Certified Solutions Architect, React Certification",Vulnerability Assessment,Cybersecurity Analyst
1600,"Machine Learning, TensorFlow, Python, NLP, Data Preprocessing, PyTorch",9,M.Tech IT,"Oracle SQL Expert, Google Data Analytics, Scrum Master","Chatbot Development, Image Classification",AI/ML Engineer
1601,"Power BI, Excel, Requirement Gathering, Data Analysis, UML, Tableau, SQL",1,M.Tech IT,"Oracle SQL Expert, Google Data Analytics, Microsoft Azure Fundamentals",Product Requirement Doc,Business Analyst
1602,"Data Structures, Git, Python, C++, Algorithms",5,M.Tech IT,TensorFlow Developer Certificate,"Library Management System, REST API Development",Software Engineer
1603,"Cloud Security, Azure, Docker, Google Cloud, AWS, Linux, Terraform",7,B.Tech CSE,Microsoft Azure Fundamentals,Serverless Architecture,Cloud Engineer
1604,"Deep Learning, TensorFlow, Data Preprocessing, PyTorch, Computer Vision, NLP, Machine Learning",2,M.Tech IT,"Microsoft Azure Fundamentals, Certified Ethical Hacker, Tableau Desktop Specialist",Chatbot Development,AI/ML Engineer
1605,"Risk Assessment, Python, Incident Response, Penetration Testing, Firewalls, Cryptography",9,B.Sc Computer Science,AWS Certified Solutions Architect,"Security Audit, Firewall Configuration",Cybersecurity Analyst
1606,"Excel, SQL, Requirement Gathering, Power BI, Tableau, Data Analysis",10,B.E. Information Technology,"React Certification, Scrum Master, Certified Ethical Hacker",Product Requirement Doc,Business Analyst
1607,"Deep Learning, Data Preprocessing, TensorFlow, NLP, PyTorch, Machine Learning, Python, Computer Vision",9,MCA,Oracle SQL Expert,Object Detection System,AI/ML Engineer
1608,"Excel, UML, Data Analysis, Stakeholder Communication, Requirement Gathering, Tableau, Power BI, SQL",9,B.Tech CSE,"Oracle SQL Expert, Google Data Analytics","Product Requirement Doc, Market Research Analysis",Business Analyst
1609,"Firewalls, Penetration Testing, Cryptography, Incident Response, SIEM, Network Security",0,B.E. Information Technology,Oracle SQL Expert,Vulnerability Assessment,Cybersecurity Analyst
1610,"Monitoring Tools, Docker, CI/CD, Kubernetes, Ansible, Linux, AWS, Terraform",3,B.Tech CSE,Microsoft Azure Fundamentals,Kubernetes Cluster Deployment,DevOps Engineer
1611,"AWS, Azure, Linux, Docker, Cloud Security, Terraform, Google Cloud, Kubernetes",3,B.E. Information Technology,"AWS Certified Solutions Architect, Oracle SQL Expert","Multi-cloud Deployment, Cloud Cost Optimization",Cloud Engineer
1612,"JavaScript, React, Node.js, Responsive Design, CSS, MongoDB",4,B.E. Information Technology,Tableau Desktop Specialist,E-commerce Frontend,Web Developer
1613,"Machine Learning, Computer Vision, TensorFlow, Deep Learning, Data Preprocessing, PyTorch",3,B.Sc Computer Science,"Scrum Master, Google Data Analytics, Certified Ethical Hacker","Chatbot Development, Image Classification",AI/ML Engineer
1614,"Network Security, Penetration Testing, SIEM, Risk Assessment, Cryptography, Incident Response, Python, Firewalls",9,B.Tech CSE,"Tableau Desktop Specialist, Google Data Analytics",Vulnerability Assessment,Cybersecurity Analyst
1615,"Oracle, NoSQL, MySQL, Security, Backup and Recovery",9,MCA,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals",Database Optimization,Database Administrator
1616,"Risk Assessment, Network Security, Python, Firewalls, SIEM, Penetration Testing",2,B.Sc Computer Science,"Tableau Desktop Specialist, React Certification, AWS Certified Solutions Architect",Vulnerability Assessment,Cybersecurity Analyst
1617,"Excel, Requirement Gathering, SQL, Data Analysis, Tableau, Stakeholder Communication",9,B.Tech CSE,"DevOps Foundation, Certified Ethical Hacker, Tableau Desktop Specialist","Sales Dashboard, Product Requirement Doc",Business Analyst
1618,"Data Structures, C++, Python, SQL, System Design",8,M.Tech IT,Microsoft Azure Fundamentals,"E-commerce Backend, Library Management System",Software Engineer
1619,"PyTorch, NLP, Machine Learning, TensorFlow, Data Preprocessing, Computer Vision, Deep Learning, Python",7,B.E. Information Technology,TensorFlow Developer Certificate,"Chatbot Development, Image Classification",AI/ML Engineer
1620,"React, Express, HTML, Responsive Design, MongoDB, CSS, JavaScript, Node.js",7,B.E. Information Technology,"Scrum Master, React Certification, AWS Certified Solutions Architect","E-commerce Frontend, Blog CMS",Web Developer
1621,"Flutter, iOS, UI/UX Design, Android, Kotlin, React Native, Swift",4,B.Sc Computer Science,"Microsoft Azure Fundamentals, Google Data Analytics, Scrum Master","Chat Application, Fitness Tracker",Mobile App Developer
1622,"C++, Python, Algorithms, Java, Git",9,M.Tech IT,TensorFlow Developer Certificate,"Library Management System, REST API Development",Software Engineer
1623,"Java, UI/UX Design, iOS, Kotlin, Swift",0,B.Sc Computer Science,"TensorFlow Developer Certificate, React Certification","Fitness Tracker, ToDo App",Mobile App Developer
1624,"NoSQL, SQL, Oracle, Backup and Recovery, Database Tuning",7,MCA,"DevOps Foundation, React Certification, TensorFlow Developer Certificate",Database Optimization,Database Administrator
1625,"Pandas, Python, Scikit-learn, R, Machine Learning, Data Visualization",7,B.Tech CSE,Microsoft Azure Fundamentals,"Sentiment Analysis, Customer Segmentation",Data Scientist
1626,"Data Visualization, Machine Learning, Statistics, SQL, Scikit-learn, Pandas, R, Python",6,B.E. Information Technology,AWS Certified Solutions Architect,Sales Forecasting,Data Scientist
1627,"UML, Stakeholder Communication, SQL, Power BI, Requirement Gathering",4,M.Tech IT,"DevOps Foundation, Microsoft Azure Fundamentals, TensorFlow Developer Certificate","Market Research Analysis, Sales Dashboard",Business Analyst
1628,"SQL, Pandas, Statistics, Scikit-learn, Python, R",6,MCA,Microsoft Azure Fundamentals,"Sales Forecasting, Customer Segmentation",Data Scientist
1629,"Requirement Gathering, Stakeholder Communication, Tableau, SQL, Data Analysis, Excel",5,B.E. Information Technology,"Certified Ethical Hacker, Tableau Desktop Specialist, React Certification","Market Research Analysis, Product Requirement Doc",Business Analyst
1630,"Pandas, Data Visualization, Python, SQL, Machine Learning, R",4,MCA,Tableau Desktop Specialist,"Customer Segmentation, Sentiment Analysis",Data Scientist
1631,"C++, System Design, Java, Algorithms, SQL, Data Structures",2,M.Tech IT,"Certified Ethical Hacker, TensorFlow Developer Certificate","REST API Development, E-commerce Backend",Software Engineer
1632,"SQL, Power BI, Excel, UML, Data Analysis",7,MCA,"Scrum Master, AWS Certified Solutions Architect","Sales Dashboard, Product Requirement Doc",Business Analyst
1633,"Terraform, Azure, Linux, Google Cloud, Kubernetes, Cloud Security, Docker, AWS",6,B.E. Information Technology,TensorFlow Developer Certificate,"Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
1634,"Terraform, Azure, Docker, Cloud Security, Linux, Google Cloud",9,B.Tech CSE,Microsoft Azure Fundamentals,Multi-cloud Deployment,Cloud Engineer
1635,"Firewalls, Penetration Testing, Network Security, Python, SIEM, Cryptography, Incident Response, Risk Assessment",4,B.E. Information Technology,"Scrum Master, Oracle SQL Expert, TensorFlow Developer Certificate","Security Audit, Vulnerability Assessment",Cybersecurity Analyst
1636,"Java, Git, C++, SQL, Algorithms, Python, Data Structures, System Design",10,M.Tech IT,"Scrum Master, React Certification","E-commerce Backend, Library Management System",Software Engineer
1637,"Terraform, Cloud Security, Kubernetes, Google Cloud, Linux, Docker",10,B.E. Information Technology,"Microsoft Azure Fundamentals, Certified Ethical Hacker, Tableau Desktop Specialist","Cloud Cost Optimization, Multi-cloud Deployment",Cloud Engineer
1638,"Computer Vision, TensorFlow, Machine Learning, NLP, Deep Learning, Python, PyTorch",4,M.Tech IT,Certified Ethical Hacker,"Chatbot Development, Image Classification",AI/ML Engineer
1639,"SQL, Python, Data Structures, Git, Java, C++, Algorithms, System Design",8,B.E. Information Technology,"Google Data Analytics, TensorFlow Developer Certificate, Microsoft Azure Fundamentals","Library Management System, REST API Development",Software Engineer
1640,"Firewalls, Cryptography, Network Security, Python, Risk Assessment, Incident Response",6,B.Sc Computer Science,"TensorFlow Developer Certificate, Certified Ethical Hacker",Security Audit,Cybersecurity Analyst
1641,"Computer Vision, Python, Data Preprocessing, Deep Learning, NLP, PyTorch",1,B.E. Information Technology,"Tableau Desktop Specialist, TensorFlow Developer Certificate, AWS Certified Solutions Architect","Image Classification, Chatbot Development",AI/ML Engineer
1642,"Database Tuning, NoSQL, Data Modeling, Oracle, SQL, Backup and Recovery",7,B.Tech CSE,Scrum Master,Data Backup System,Database Administrator
1643,"Data Modeling, Oracle, MySQL, Backup and Recovery, NoSQL, Security",2,B.E. Information Technology,"AWS Certified Solutions Architect, DevOps Foundation",Database Optimization,Database Administrator
1644,"Azure, Kubernetes, AWS, Terraform, Google Cloud",0,MCA,"Google Data Analytics, Microsoft Azure Fundamentals",Serverless Architecture,Cloud Engineer
1645,"R, Pandas, Python, Machine Learning, Scikit-learn, Statistics, SQL",10,M.Tech IT,"React Certification, DevOps Foundation, Oracle SQL Expert","Customer Segmentation, Sales Forecasting",Data Scientist
1646,"Tableau, Stakeholder Communication, SQL, Data Analysis, Excel, Power BI, UML, Requirement Gathering",5,MCA,Google Data Analytics,"Market Research Analysis, Sales Dashboard",Business Analyst
1647,"Stakeholder Communication, Tableau, Data Analysis, Excel, SQL, UML, Power BI, Requirement Gathering",5,MCA,"DevOps Foundation, Tableau Desktop Specialist","Sales Dashboard, Product Requirement Doc",Business Analyst
1648,"React, Express, JavaScript, CSS, Node.js, HTML",1,B.E. Information Technology,"DevOps Foundation, Google Data Analytics, Tableau Desktop Specialist",Portfolio Website,Web Developer
1649,"SIEM, Incident Response, Firewalls, Network Security, Cryptography, Python, Penetration Testing, Risk Assessment",5,M.Tech IT,Tableau Desktop Specialist,"Firewall Configuration, Vulnerability Assessment",Cybersecurity Analyst
1650,"Scikit-learn, Python, Data Visualization, Statistics, Machine Learning, R, SQL",2,B.Sc Computer Science,TensorFlow Developer Certificate,"Customer Segmentation, Sales Forecasting",Data Scientist
1651,"Data Modeling, Backup and Recovery, Oracle, SQL, Security",1,M.Tech IT,"Tableau Desktop Specialist, Oracle SQL Expert",Data Backup System,Database Administrator
1652,"Penetration Testing, Python, Network Security, Firewalls, SIEM, Incident Response",0,B.Tech CSE,"TensorFlow Developer Certificate, Tableau Desktop Specialist, AWS Certified Solutions Architect","Firewall Configuration, Security Audit",Cybersecurity Analyst
1653,"C++, Data Structures, Git, Algorithms, Java",7,B.E. Information Technology,"React Certification, Certified Ethical Hacker, Tableau Desktop Specialist","Library Management System, E-commerce Backend",Software Engineer
